text,label
let's collaborate on this,0
this is great work,0
I'm glad you're here,0
you make a good point,0
that's a great idea,0
we are a team,0
see you tomorrow then,0
have a wonderful day,0
you're doing a great job,0
this looks really good,0
I'm excited for this,0
I agree with you,0
that was very kind,0
happy to help out,0
let's get this done,0
you can count on me,0
you are so stupid,1
why are you alive,1
nobody even likes you,1
you are a disgrace,1
you should just die,1
what a pathetic loser,1
you are completely useless,1
go crawl in a hole,1
you're such a weirdo,1
I hope you fail,1
you will regret this,1
everyone knows you're a liar,1
you're a fat bitch,1
you look like trash,1
just shut your mouth,1
you're a waste of space,1
you're going to pay,1
what a fucking idiot,1
are you always this dumb,1
I hate you so much,1
I appreciate your help today,0
This is a really insightful comment  thanks for sharing!,0
Hey  does anyone have the notes from the last meeting?,0
LOL that video was hilarious 😂,0
Amazing photo! Where was this taken?,0
Great job on the presentation  you really nailed it.,0
I'm looking forward to the game tonight. Go team!,0
Thanks everyone for the birthday wishes!,0
Can you send me the link when you get a chance?,0
This is a great tutorial  I learned a lot.,0
Sending this to the group chat now.,0
I'm happy to help you with that project.,0
What a beautiful day outside!,0
I'm really proud of what we accomplished.,0
Your new profile picture looks great!,0
That's a very good point  I hadn't thought of that.,0
Just finished the book  it was amazing!,0
Who else is excited for the update?,0
Let's catch up soon.,0
This recipe looks delicious  I'm going to try it.,0
Nobody likes you  go away,1
Everyone in this group thinks you're a total idiot.,1
Why don't you just do everyone a favor and delete your account?,1
You are the ugliest person I have ever seen. Seriously.,1
If I see you in person I'm going to punch you in the face.,1
I'm blocking you  you're too stupid to talk to.,1
Look at this pathetic loser trying to fit in.,1
I hope you get what's coming to you you worthless piece of trash.,1
Go k*ll yourself  nobody would even miss you.,1
Stop posting your dumb opinions  no one cares.,1
You're a fat whale  maybe try a salad?,1
This is the stupidest comment on the entire internet.,1
I know where you live  you better watch your back.,1
What a fucking joke. You should be embarrassed.,1
You're a disease and a disgrace to this community.,1
Is your face naturally that ugly or did you pay for it?,1
Reported for being a pathetic moron.,1
Another brilliant comment from the village idiot.,1
She's such a slut  I bet she's slept with the whole team.,1
U R so gay lmao  get a life.,1
win,0
happy,0
smile,0
fun,0
smart,0
kind,0
play,0
join,0
proud,0
sweet,0
cheer,0
bravo,0
safe,0
super,0
lol,0
cute,0
wow,0
yes,0
easy,0
fail,1
awful,1
lost,1
hurt,1
lame,1
weak,1
nasty,1
gross,1
creep,1
wimp,1
fraud,1
fool,1
liar,1
pig,1
sad,1
alone,1
scum,1
hell,1
dead,1
burn,1
good try,0
keep going,0
so nice,0
you're kind,0
fast reply,0
thanks heaps,0
I agree,0
that's fair,0
my bad,0
no worries,0
sounds great,0
welcome back,0
talk soon,0
all good,0
perfect,0
exactly,0
congrats,0
helpful,0
let's try,0
you first,0
big loser,1
so fake,1
you reek,1
just stop,1
noob,1
get lost,1
you're dead,1
I'm telling,1
such a kid,1
you cheat,1
brain dead,1
what a wimp,1
ugly pic,1
you're wrong,1
so boring,1
who cares,1
you stink,1
try harder,1
bad idea,1
fat pig,1
you are smart,0
that is correct,0
I like this,0
you are helping,0
this is fun,0
let's play again,0
see you soon,0
that looks great,0
thanks for sharing,0
you are right,0
I trust you,0
good effort today,0
that's very true,0
keep up work,0
you did it,0
nice to meet,0
this is amazing,0
great meeting you,0
that's so kind,0
you are strong,0
you are a fool,1
you are so weak,1
that was pathetic,1
what a freak,1
you will fail,1
you have no,1
this is garbage,1
you're a coward,1
he is a fraud,1
you look tired,1
you're going down,1
I will report,1
what a baby,1
you're so basic,1
go cry somewhere,1
this is awful,1
you can't win,1
no one asked,1
this is dumb,1
you sound stupid,1
that's really helpful,0
I appreciate your input,0
this is fantastic news,0
you are very talented,0
that's a smart solution,0
I'm happy to assist,0
we make a great team,0
thanks for the update,0
I'm really impressed,0
you're a lifesaver,0
that makes perfect sense,0
I'm looking forward to,0
you always know what,0
this is good progress,0
great job everyone,0
thanks for the invite,0
you explained that well,0
that's very thoughtful,0
let's do this,0
you're a star,0
you are so annoying,1
you're a total fraud,1
I'm telling everyone,1
you should be ashamed,1
this is your fault,1
you are a mistake,1
I hope you lose,1
you're going to fail,1
what a waste of,1
you're a pathetic excuse,1
just give up already,1
everyone thinks you're fake,1
you have no talent,1
you're such a disappointment,1
this is why nobody,1
you're a sad little,1
I'm going to report,1
you'll never be good,1
you're a compulsive liar,1
no one believes you,1
Your contribution to the project was invaluable. Thank you!,0
Happy birthday! Hope you have a fantastic day!,0
I'm not sure I understand. Could you explain that part again?,0
This is a really interesting article  thanks for posting it.,0
Just got my tickets for the concert! So excited!,0
I think I'll join the study group  thanks for organizing.,0
The weather is supposed to be great this weekend.,0
That new game update looks amazing  I can't wait to play.,0
Does anyone know a good place to eat around here?,0
Congratulations on your new job! You'll be great.,0
This playlist is perfect for focusing. Thanks!,0
I finally finished my exams! Time to relax.,0
That's a really good question  let me check.,0
Your dog is adorable! What breed is he?,0
I'm running late  I'll be there in 10 minutes.,0
This code looks clean. Nice work.,0
I completely agree with your analysis.,0
Let's schedule a meeting for next week.,0
Good luck on your exam tomorrow!,0
This thread has been really informative.,0
You're such an attention-seeking loser  just get off the internet.,1
If you post that picture  I will find you and make you regret it.,1
Everyone on this forum knows you're a liar. Stop trying.,1
Are you actually that stupid or are you just pretending?,1
Another idiotic comment from the person no one likes.,1
I'm going to find your family and show them what a disgrace you are.,1
You look disgusting in that photo  maybe try deleting it.,1
It's pathetic how desperate you are for approval.,1
Go back to the hole you crawled out of trash.,1
I've seen smarter things written by a toddler. Fucking moron.,1
This is the worst take I've ever seen. You should be banned.,1
Watch your back. People like you don't last long here.,1
He's such a creep  I'm pretty sure he's a predator.,1
Someone should hack this idiot and delete their account for them.,1
You're a fat  ugly pig. No wonder you're still single.,1
Stop trying to sound smart  you're just embarrassing yourself.,1
This whole thread is cancer because of you.,1
I hope you get fired for being this incompetent.,1
Literally no one cares about your pathetic life story.,1
You're a waste of oxygen. Just do us all a favor and disappear.,1
you are great,0
that was fun,0
I like it,0
thanks for this,0
good job team,0
let's do this,0
keep it up,0
sounds like plan,0
you are right,0
I will help,0
that is cool,0
what a day,0
see you then,0
have a nice,0
thanks a lot,0
you are welcome,0
that is true,0
good point there,0
we can try,0
let's work together,0
that's really helpful,0
I'm on it,0
sounds good to,0
I get it,0
that makes sense,0
this is new,0
what a game,0
you did well,0
nice seeing you,0
that's very kind,0
I am here,0
we are ready,0
this is interesting,0
I will check,0
thanks for coming,0
great work today,0
that is awesome,0
you are smart,0
let me know,0
all the best,0
I'm so happy,0
that was fast,0
good for you,0
this is fine,0
I agree totally,0
that's a fact,0
you are talented,0
this is lovely,0
what a surprise,0
that is neat,0
you are invited,0
let's get started,0
I am grateful,0
this is useful,0
count me in,0
I am excited,0
that is perfect,0
you are amazing,0
we are friends,0
I am listening,0
this is great,0
good to know,0
that's the spirit,0
you are helpful,0
this is my,0
we can win,0
I respect that,0
that is fair,0
you are funny,0
this is safe,0
I am proud,0
we support you,0
that's all folks,0
you are cool,0
this is important,0
I am ready,0
we will see,0
that is enough,0
you are strong,0
this is quality,0
I am sure,0
we are partners,0
that is clear,0
you are inspiring,0
this is progress,0
I am okay,0
we are trying,0
that is sweet,0
you are focused,0
this is art,0
I am impressed,0
we are close,0
that is right,0
you are focused,0
this is home,0
I am trying,0
we are done,0
that is brilliant,0
you are prepared,0
this is peaceful,0
I am learning,0
we are happy,0
that is wonderful,0
you are creative,0
this is my favorite,0
I am here,0
we are family,0
that is lovely,0
you are brave,0
this is exciting,0
I am fine,0
we are united,0
that is positive,0
you are a star,0
this is the way,0
I am content,0
we are winning,0
that is beautiful,0
you are a winner,0
this is teamwork,0
I am thankful,0
you are dumb,1
what a loser,1
you are ugly,1
go away creep,1
this is trash,1
you are weak,1
just shut up,1
you are fat,1
what a joke,1
this is stupid,1
you are annoying,1
kill your self,1
you are pathetic,1
what a mess,1
this is awful,1
you are a liar,1
I hate you,1
you are nothing,1
what a waste,1
this is garbage,1
you are boring,1
no one cares,1
you are a child,1
what a psycho,1
this is pointless,1
you are a fake,1
you are gross,1
what a wimp,1
this is lame,1
you are clueless,1
you are a pig,1
what a failure,1
this is sad,1
you are a joke,1
you are weird,1
what a baby,1
this is why,1
you are a coward,1
you are disgusting,1
what a moron,1
this is terrible,1
you are a zero,1
you are wrong,1
what a tool,1
this is the worst,1
you are a fool,1
you are garbage,1
what a freak,1
this is nonsense,1
you are a fraud,1
you are irrelevant,1
what a bitch,1
this is unbearable,1
you are a brat,1
you are dense,1
what a shame,1
this is hell,1
you are a pest,1
you are predictable,1
what a stiff,1
this is maddening,1
you are a slob,1
you are spineless,1
what a user,1
this is your fault,1
you are a wannabe,1
you are wrong,1
what a weirdo,1
this is not,1
you are a wimp,1
you are useless,1
what a crybaby,1
this is ridiculous,1
you are a chicken,1
you are hopeless,1
what a disaster,1
this is ugly,1
you are a disease,1
you are ignorant,1
what a snake,1
this is revolting,1
you are a failure,1
you are nasty,1
what a loser,1
this is sickening,1
you are a follower,1
you are nobody,1
what a rat,1
this is disgusting,1
you are a monster,1
you are selfish,1
what a mess,1
this is pathetic,1
you are a parasite,1
you are shallow,1
what a nightmare,1
this is unbearable,1
you are a pig,1
you are slow,1
what a zero,1
this is crazy,1
you are a troll,1
you are so,1
what a waste,1
this is bad,1
you are a zombie,1
you are trash,1
what a joke,1
this is wrong,1
you are alone,1
you are toxic,1
what a moron,1
this is not okay,1
I'm really looking forward to our collaboration.,0
Thank you for taking the time to explain that.,0
This is a very well-thought-out plan.,0
I appreciate the effort you put into this.,0
That's a fantastic idea  we should try it.,0
You did an excellent job on the presentation.,0
I'm glad we are on the same team.,0
This was incredibly helpful  thank you.,0
I learned a lot from your comment.,0
Congratulations on your achievement!,0
I hope you have a wonderful day.,0
It's great to see everyone working together.,0
This is a major improvement  great work.,0
I'm excited to see the final result.,0
You always bring such great energy.,0
That's a very fair point of view.,0
I'm happy to help you with that task.,0
This community is so supportive and kind.,0
Your perspective is really valuable.,0
I'm proud of the work we have done.,0
Let me know if you need any assistance.,0
This discussion has been very productive.,0
You are a very talented individual.,0
I'm grateful for your friendship.,0
That's a very kind thing to say.,0
We should definitely do this again soon.,0
This is exactly what I was looking for.,0
You have my full support on this.,0
It's a pleasure to work with you.,0
This is a great resource for everyone.,0
I'm sending positive thoughts your way.,0
Your contribution made a big difference.,0
This is a topic I'm very interested in.,0
I'm glad you decided to join us.,0
This project is coming along nicely.,0
You explained that perfectly.,0
I'm impressed by your dedication.,0
Let's keep up the good momentum.,0
This is a safe space for discussion.,0
Your hard work is paying off.,0
I think you'll do great in this role.,0
This is a very insightful question.,0
I'm happy to see you succeeding.,0
That's a very reasonable approach.,0
We are all here to support you.,0
This is a challenge  but we can do it.,0
You have a great sense of humor.,0
I'm optimistic about our chances.,0
This is a perfect example of teamwork.,0
Your positive attitude is contagious.,0
I am really enjoying this conversation.,0
This is a great opportunity for all of us.,0
Your feedback is always constructive.,0
I'm confident in your ability to lead.,0
That's a goal worth striving for.,0
You are making a real difference.,0
This is a very peaceful and relaxing place.,0
I'm happy to share my knowledge.,0
That's a great way to look at it.,0
You are an inspiration to many.,0
This is a topic that matters to me.,0
I'm here if you need to talk.,0
You have a bright future ahead of you.,0
This is a very well-written article.,0
I respect your opinion on this matter.,0
You've earned a well-deserved break.,0
This is a memory I will cherish.,0
I'm glad we could resolve this amicably.,0
You are a valued member of this group.,0
This is a great achievement for our team.,0
I'm learning so much from this course.,0
You are always so reliable and helpful.,0
This is a very welcoming community.,0
I'm excited about the possibilities.,0
That's a very generous offer  thank you.,0
You are handling this situation well.,0
This is a testament to your hard work.,0
I'm sure you will make the right choice.,0
This is a wonderful piece of art.,0
You have a lot of potential.,0
I'm looking forward to the next update.,0
This is a fair and balanced report.,0
You are a true professional.,0
This is a great place to be.,0
I'm glad to be a part of this.,0
You always find a way to make me smile.,0
This is a very important discussion to have.,0
I'm sure we can find a solution.,0
You are a great listener.,0
This is a very effective strategy.,0
I'm proud to call you my friend.,0
This is a complex problem  but we're making progress.,0
You are a credit to this team.,0
This is a very encouraging start.,0
I'm thankful for your guidance.,0
You are a person of integrity.,0
This is a day to celebrate.,0
I'm sure everything will be fine.,0
You are very perceptive.,0
This is a moment of real growth.,0
I'm here to support your goals.,0
You are a joy to be around.,0
This is a very fair assessment.,0
I'm hopeful for a positive outcome.,0
You are a very skilled negotiator.,0
This is a great step forward.,0
I'm inspired by your story.,0
You are a role model for others.,0
This is a task I can handle.,0
I'm committed to making this work.,0
You are a very thoughtful person.,0
This is a new beginning for us.,0
I'm glad you're feeling better.,0
You are a very resilient person.,0
This is a subject I know well.,0
I'm ready for the next challenge.,0
Everyone thinks you are a complete idiot.,1
You should just delete your account and go away.,1
Nobody here wants to listen to your stupid opinions.,1
You are a total waste of space.,1
I can't believe how dumb you actually are.,1
Why don't you do us all a favor and just leave?,1
You are the most annoying person in this group.,1
I've seen smarter posts from a literal rock.,1
You are a pathetic excuse for a human being.,1
No one is surprised that you failed again.,1
You are utterly and completely useless.,1
I'm going to find you and make you pay.,1
This is the stupidest thing I have ever read.,1
You are a disgrace to this entire community.,1
I hope something terrible happens to you.,1
You're just a fat  ugly loser with no friends.,0
Go crawl back into whatever hole you came from.,1
You are a sad  pathetic little coward.,0
Everyone is laughing at you  not with you.,0
You should be ashamed of yourself for posting this.,1
Your face is genuinely hard to look at.,1
This is why everyone hates you.,1
You are a compulsive liar and everyone knows it.,1
I'm reporting you for being a moron.,1
You contribute nothing of value here.,1
You're a follower with no original thoughts.,1
This whole project is trash because of you.,1
You are going to regret you ever said that.,1
I'm pretty sure you are brain-dead.,1
Stop trying so hard  you're just embarrassing.,1
You are a cancer on this platform.,1
I'd rather die than agree with you.,1
You are a worthless piece of garbage.,1
Your family must be so disappointed in you.,1
Are you always this dense  or is it special for me?,1
You are a plague and I want you gone.,1
This is the most pathetic attempt I've ever seen.,1
I hope you get banned from this site forever.,1
You're a pathetic wannabe who will never be good.,1
You look like you smell bad.,1
Everyone here thinks you are a joke.,1
You are a talentless hack.,1
I'm going to make your life a living hell.,1
You are the definition of a failure.,1
This is absolute nonsense from an idiot.,1
You are a spineless jellyfish.,1
I'm going to expose you for the fraud you are.,1
You're a sad little troll living in a basement.,1
Your very existence is annoying.,1
You are a terrible person and you should feel bad.,1
I'm surprised you can even type  you're so stupid.,1
This is garbage  and you are garbage for posting it.,1
You have no future and no skills.,1
You are a weirdo and you should seek help.,1
I'm going to make sure you get kicked out.,1
You are the reason this group is failing.,1
Nobody cares about you or your pathetic life.,1
You are a disease that needs to be cured.,1
You're just a kid  go back to your coloring book.,1
You're a creepy stalker and everyone knows it.,1
I can't stand looking at your stupid face.,1
You are a complete and total disappointment.,1
This is the worst idea in human history.,1
You are a shallow  vain  and empty person.,1
I'm going to enjoy watching you fail.,1
You are a coward who hides behind a screen.,1
I'm going to find out where you live.,1
This is proof that you are an idiot.,1
You're a two-faced liar and a backstabber.,1
You are a drain on society.,1
You're the ugliest thing I've seen all day.,1
This is your final warning  creep.,1
You are a sad  lonely  pathetic person.,1
This entire post is a cry for help.,1
You're a psycho and you need to be locked up.,1
I'm going to destroy everything you care about.,1
You are a weak-minded follower.,1
This is the dumbest comment on the internet.,1
You are a sad  desperate attention-seeker.,1
I'm blocking you I can't stand your stupidity.,1
You are a waste of good air.,1
You're a parasite feeding off everyone else.,1
This is exactly why you have no friends.,1
You are a national embarrassment.,1
You're a racist pig.,1
I hope you get hit by a bus.,1
You are a sexist  misogynistic jerk.,1
This is the peak of your pathetic life.,1
You are a burden to everyone around you.,1
You're a snowflake  go cry to your mom.,1
I will hunt you down.,1
This is the most ignorant trash I've ever seen.,1
You are a brainwashed sheep.,1
You're a disgusting human being.,1
I'm going to make you eat those words.,1
You are a terrible example for everyone.,1
This is a new level of stupid.,1
You're a monster and you don't deserve happiness.,1
I'm going to have you fired from your job.,1
You are a horrible  vile person.,1
This is why you will always be alone.,1
You are a poor excuse for a man.,1
You are a poor excuse for a woman.,1
You're a nothing  a zero,1
I hope you choke on your next meal.,1
You are a blight on this world.,1
This is proof you're a cheater.,1
You are a sad  old  bitter person.,1
I'm going to make you famous for being an idiot.,1
You're a rat  and you'll get what's coming.,1
This is why no one will ever love you.,1
You are a weak link in the chain.,1
I'm going to make sure you are never hired.,1
You are a stain on your family's name.,1
This is the last time you'll cross me.,1
You're a spoiled brat who needs a lesson.,1
love,0
you are dumb,1
Thanks for being such a great friend,0
smart,0
cool,0
well done,0
moron,1
nice,0
dumb,1
dumb,1
you are so stupid,1
I appreciate your help today,0
shut up,1
Thanks for being such a great friend,0
idiot,1
stupid kid,1
nice work,0
Let’s support each other and grow together,0
"You are doing your best, keep going",0
you are kind,0
go cry you loser,1
Why are you even here?,1
"Stop talking, no one cares about you",1
I appreciate your help today,0
you are kind,0
die loser,1
loser,1
I hope you have an amazing day,0
Thanks for being such a great friend,0
I appreciate your help today,0
kind,0
you look nice,0
nice work,0
you smell bad,1
thank you,0
nice work,0
You're such a waste of space,1
die loser,1
"Stop talking, no one cares about you",1
I hope you have an amazing day,0
I'm proud of your progress,0
you are very kind,0
You did a wonderful job on the project,0
loser,1
stay strong,0
Your post made me smile today,0
you smell bad,1
trash talk,1
"You’ll never succeed, idiot",1
you did well,0
you are kind,0
I hope you have an amazing day,0
you are so talented,0
"Nobody likes you, go away",1
kind,0
"Stop talking, no one cares about you",1
You bring so much positivity here,0
You are the worst person ever,1
"Go cry somewhere else, loser",1
Your post made me smile today,0
cool,0
peace,0
you are very kind,0
you are trash,1
trash talk,1
You are the worst person ever,1
brave,0
love yourself,0
I appreciate your help today,0
you are very kind,0
I appreciate your help today,0
ugly face,1
Why are you even here?,1
be happy,0
you smell bad,1
you are kind,0
You bring so much positivity here,0
you are trash,1
You look disgusting in that picture,1
you are so talented,0
I'm proud of your progress,0
"You’ll never succeed, idiot",1
"You are doing your best, keep going",0
That was a really thoughtful comment,0
that was really nice,0
go cry you loser,1
well done,0
love,0
no one likes you,1
You bring so much positivity here,0
go away,1
love yourself,0
you suck,1
thanks for your help,0
die loser,1
I appreciate your help today,0
Thanks for being such a great friend,0
kind,0
that was amazing,0
Your post made me smile today,0
love,0
you smell bad,1
you are trash,1
nice work,0
smart,0
idiot,1
stupid kid,1
"Go cry somewhere else, loser",1
you are very kind,0
you look ugly,1
love yourself,0
I'm proud of your progress,0
you look ugly,1
You're such a waste of space,1
kind,0
You look disgusting in that picture,1
That was a really thoughtful comment,0
Let’s support each other and grow together,0
good job,0
you are so ugly,1
you are kind,0
you did great,0
stay strong,0
That was a really thoughtful comment,0
you look nice,0
I'm proud of your progress,0
You're such a waste of space,1
Thanks for being such a great friend,0
nobody likes you,1
ugly face,1
kind,0
well done,0
I'm proud of your progress,0
that was really nice,0
Your post made me smile today,0
Your face makes me sick,1
nice work,0
moron,1
brave,0
"You are doing your best, keep going",0
I'm proud of your progress,0
"You are doing your best, keep going",0
you are so talented,0
"You are doing your best, keep going",0
"Nobody likes you, go away",1
"Go cry somewhere else, loser",1
That was a really thoughtful comment,0
stupid kid,1
thanks for your help,0
You’re so dumb it hurts,1
Let’s support each other and grow together,0
go cry you loser,1
nobody likes you,1
stupid kid,1
love yourself,0
nobody likes you,1
that was amazing,0
ugly face,1
stupid kid,1
smart,0
go away,1
You bring so much positivity here,0
ugly,1
"Stop talking, no one cares about you",1
peace,0
you are kind,0
"Stop talking, no one cares about you",1
Thanks for being such a great friend,0
loser,1
that was amazing,0
trash talk,1
you did great,0
brave,0
nobody,1
go away,1
Your post made me smile today,0
You bring so much positivity here,0
dumb,1
You bring so much positivity here,0
You’re so dumb it hurts,1
I appreciate your help today,0
"Nobody likes you, go away",1
Your face makes me sick,1
thanks for your help,0
"Nobody likes you, go away",1
That was a really thoughtful comment,0
You are the worst person ever,1
you smell bad,1
you smell bad,1
sweet,0
kind,0
cool,0
nobody likes you,1
You are the worst person ever,1
you look ugly,1
I hope you have an amazing day,0
Thanks for being such a great friend,0
loser,1
you are very kind,0
That was a really thoughtful comment,0
Thanks for being such a great friend,0
nice,0
you are so talented,0
I appreciate your help today,0
You did a wonderful job on the project,0
you smell bad,1
I'm proud of your progress,0
stupid kid,1
You're such a waste of space,1
you are trash,1
Your post made me smile today,0
I'm proud of your progress,0
dumb,1
That was a really thoughtful comment,0
you are kind,0
you are trash,1
you are so talented,0
stupid kid,1
You look disgusting in that picture,1
cool,0
"Stop talking, no one cares about you",1
you smell bad,1
You’re so dumb it hurts,1
hate,1
You bring so much positivity here,0
go cry you loser,1
"You are doing your best, keep going",0
Your post made me smile today,0
moron,1
you are trash,1
kind,0
you did great,0
happy,0
I appreciate your help today,0
cool,0
no one likes you,1
stay strong,0
you are dumb,1
You look disgusting in that picture,1
Thanks for being such a great friend,0
cool,0
you are so talented,0
I appreciate your help today,0
idiot,1
no one likes you,1
ugly face,1
love yourself,0
love,0
you are kind,0
That was a really thoughtful comment,0
You’re so dumb it hurts,1
"You are doing your best, keep going",0
ugly face,1
happy,0
You did a wonderful job on the project,0
stay strong,0
You're such a waste of space,1
trash,1
smart,0
you smell bad,1
love,0
you are so ugly,1
you suck,1
you are very kind,0
I hope you have an amazing day,0
you are so stupid,1
go away,1
hate,1
You did a wonderful job on the project,0
nobody likes you,1
hate you,1
Your face makes me sick,1
You did a wonderful job on the project,0
You’re so dumb it hurts,1
trash,1
nice work,0
brave,0
"Go cry somewhere else, loser",1
no one likes you,1
you are dumb,1
nice,0
thanks for your help,0
love yourself,0
ugly face,1
nice work,0
cool,0
"Nobody likes you, go away",1
"You’ll never succeed, idiot",1
idiot,1
That was a really thoughtful comment,0
Your post made me smile today,0
"Nobody likes you, go away",1
ugly,1
you are kind,0
You bring so much positivity here,0
no one likes you,1
you are dumb,1
well done,0
Why are you even here?,1
trash,1
You're such a waste of space,1
Thanks for being such a great friend,0
You bring so much positivity here,0
you are very kind,0
happy,0
you suck,1
You are the worst person ever,1
I appreciate your help today,0
idiot,1
"Stop talking, no one cares about you",1
you are so stupid,1
freak,1
you did great,0
you are very kind,0
go away,1
You look disgusting in that picture,1
you look ugly,1
you look ugly,1
you look nice,0
brave,0
I hope you have an amazing day,0
love,0
be happy,0
well done,0
trash,1
Your post made me smile today,0
happy,0
great,0
dumb,1
no one likes you,1
"Nobody likes you, go away",1
freak,1
that was amazing,0
You’re so dumb it hurts,1
"Stop talking, no one cares about you",1
you are dumb,1
hate,1
hate you,1
trash talk,1
ugly face,1
Your post made me smile today,0
I'm proud of your progress,0
You’re so dumb it hurts,1
I appreciate your help today,0
you suck,1
that was amazing,0
you did great,0
dumb,1
that was really nice,0
hate,1
You did a wonderful job on the project,0
dumb,1
"Go cry somewhere else, loser",1
I hope you have an amazing day,0
ugly face,1
"Nobody likes you, go away",1
Your face makes me sick,1
"Stop talking, no one cares about you",1
That was a really thoughtful comment,0
that was amazing,0
nobody,1
love,0
that was really nice,0
you are so ugly,1
go away,1
kind,0
I appreciate your help today,0
you look nice,0
You are the worst person ever,1
trash talk,1
"Nobody likes you, go away",1
you are dumb,1
you are so stupid,1
you look ugly,1
"You’ll never succeed, idiot",1
go cry you loser,1
no one likes you,1
sweet,0
I appreciate your help today,0
You’re so dumb it hurts,1
thank you,0
I'm proud of your progress,0
I hope you have an amazing day,0
you are so stupid,1
you are so talented,0
"You’ll never succeed, idiot",1
Why are you even here?,1
You look disgusting in that picture,1
that was amazing,0
you smell bad,1
hate you,1
stupid,1
you did well,0
you are trash,1
die loser,1
you did great,0
go cry you loser,1
you are very kind,0
loser,1
Let’s support each other and grow together,0
you are trash,1
you are kind,0
You are the worst person ever,1
you smell bad,1
freak,1
"Nobody likes you, go away",1
love,0
"Stop talking, no one cares about you",1
good job,0
go cry you loser,1
I appreciate your help today,0
You're such a waste of space,1
Thanks for being such a great friend,0
you smell bad,1
nice,0
well done,0
you smell bad,1
I'm proud of your progress,0
You bring so much positivity here,0
Your face makes me sick,1
I appreciate your help today,0
You look disgusting in that picture,1
sweet,0
you are very kind,0
you are trash,1
Your post made me smile today,0
peace,0
Your face makes me sick,1
you look ugly,1
you are so stupid,1
you did great,0
nobody likes you,1
That was a really thoughtful comment,0
I appreciate your help today,0
"Go cry somewhere else, loser",1
"You are doing your best, keep going",0
You’re so dumb it hurts,1
You are the worst person ever,1
well done,0
idiot,1
freak,1
thank you,0
you are trash,1
I appreciate your help today,0
nobody likes you,1
nobody,1
you are so stupid,1
die loser,1
trash,1
you are dumb,1
stupid,1
that was amazing,0
you are so stupid,1
"You are doing your best, keep going",0
brave,0
You did a wonderful job on the project,0
Your post made me smile today,0
cool,0
be happy,0
nice work,0
good job,0
nobody likes you,1
go cry you loser,1
thank you,0
nobody likes you,1
go away,1
thanks for your help,0
nobody,1
nobody,1
you are dumb,1
"Stop talking, no one cares about you",1
You’re so dumb it hurts,1
Your face makes me sick,1
I appreciate your help today,0
you are kind,0
You did a wonderful job on the project,0
You did a wonderful job on the project,0
"Nobody likes you, go away",1
stay strong,0
love yourself,0
peace,0
you suck,1
well done,0
You look disgusting in that picture,1
moron,1
be happy,0
You’re so dumb it hurts,1
"Nobody likes you, go away",1
trash talk,1
"You are doing your best, keep going",0
you are so ugly,1
ugly face,1
Thanks for being such a great friend,0
cool,0
stupid,1
you are very kind,0
"Go cry somewhere else, loser",1
you are very kind,0
well done,0
nobody likes you,1
Your post made me smile today,0
Let’s support each other and grow together,0
"Go cry somewhere else, loser",1
Your face makes me sick,1
"Stop talking, no one cares about you",1
you are kind,0
idiot,1
That was a really thoughtful comment,0
Thanks for being such a great friend,0
love,0
you look nice,0
"You’ll never succeed, idiot",1
you are very kind,0
shut up,1
"Go cry somewhere else, loser",1
"Go cry somewhere else, loser",1
nice work,0
you smell bad,1
stupid,1
Why are you even here?,1
You bring so much positivity here,0
"Stop talking, no one cares about you",1
nice,0
You are the worst person ever,1
you smell bad,1
"Stop talking, no one cares about you",1
no one likes you,1
hate you,1
"Stop talking, no one cares about you",1
moron,1
you are so talented,0
you did well,0
nobody,1
"You are doing your best, keep going",0
sweet,0
"You are doing your best, keep going",0
you look nice,0
you are dumb,1
kind,0
no one likes you,1
shut up,1
dumb,1
Your post made me smile today,0
I'm proud of your progress,0
Let’s support each other and grow together,0
go cry you loser,1
Why are you even here?,1
Thanks for being such a great friend,0
you are so stupid,1
I'm proud of your progress,0
Let’s support each other and grow together,0
you did great,0
cool,0
you are so talented,0
Your face makes me sick,1
stupid kid,1
cool,0
you did great,0
you are so talented,0
You're such a waste of space,1
Why are you even here?,1
Let’s support each other and grow together,0
you are so talented,0
"Go cry somewhere else, loser",1
"You are doing your best, keep going",0
stay strong,0
Your face makes me sick,1
be happy,0
you look nice,0
You're such a waste of space,1
you are so stupid,1
I'm proud of your progress,0
kind,0
freak,1
loser,1
trash talk,1
You’re so dumb it hurts,1
"You’ll never succeed, idiot",1
ugly,1
You look disgusting in that picture,1
you smell bad,1
you did well,0
you are dumb,1
go cry you loser,1
loser,1
you are so stupid,1
you are kind,0
"You’ll never succeed, idiot",1
you did great,0
You look disgusting in that picture,1
kind,0
be happy,0
You did a wonderful job on the project,0
Your face makes me sick,1
I appreciate your help today,0
ugly,1
You’re so dumb it hurts,1
Why are you even here?,1
love,0
I'm proud of your progress,0
You’re so dumb it hurts,1
stupid kid,1
"Go cry somewhere else, loser",1
"Go cry somewhere else, loser",1
You did a wonderful job on the project,0
nice,0
you are so stupid,1
you look ugly,1
you suck,1
you did well,0
you look ugly,1
go cry you loser,1
You're such a waste of space,1
You're such a waste of space,1
you are so ugly,1
You are the worst person ever,1
Why are you even here?,1
"Nobody likes you, go away",1
You're such a waste of space,1
idiot,1
"Go cry somewhere else, loser",1
you are very kind,0
you suck,1
kind,0
You are the worst person ever,1
You’re so dumb it hurts,1
